id,completeddate,Latitude,Longitude
4,3/17/2008 0:00,-158.107614,21.340941
7,4/2/2008 0:00,-157.781607,21.406599
8,4/2/2008 0:00,-157.849966,21.552936
17,4/3/2008 0:00,-157.712256,21.287083
14,4/7/2008 0:00,-157.9927819,21.4772685
15,4/15/2008 0:00,-157.998098,21.457806
11,4/21/2008 0:00,-158.003656,21.508629
18,4/28/2008 0:00,-157.8049921,21.3099747
24,4/29/2008 0:00,-157.99083,21.480466
23,4/30/2008 0:00,-158.176634,21.406492
16,5/1/2008 0:00,-157.7521244,21.4059301
26,5/2/2008 0:00,-157.782702,21.310521
43,5/7/2008 0:00,-157.6688334,21.2969811
45,5/13/2008 0:00,-157.7252031,21.3923802
12,5/22/2008 0:00,-158.024384,21.342983
57,5/27/2008 0:00,-157.7029493,21.3004649
53,5/29/2008 0:00,-157.945076,21.40162
54,5/29/2008 0:00,-157.802024,21.278987
20,5/30/2008 0:00,-157.7888344,21.2919958
59,6/6/2008 0:00,-157.8102342,21.2841575
56,6/12/2008 0:00,-158.116568,21.31543
21,6/13/2008 0:00,-157.942294,21.429783
44,6/13/2008 0:00,-157.789368,21.272184
64,6/25/2008 0:00,-158.003145,21.479116
61,6/26/2008 0:00,-157.803293,21.272783
58,6/30/2008 0:00,-157.960196,21.423979
69,6/30/2008 0:00,-157.8560375,21.3204914
63,7/3/2008 0:00,-158.025045,21.401967
5,7/9/2008 0:00,-158.007968,21.408679
71,7/10/2008 0:00,-157.6836779,21.302254
68,7/18/2008 0:00,-157.9506989,21.428583
75,7/18/2008 0:00,-158.012491,21.390573
80,7/21/2008 0:00,-158.0826561,21.3431082
65,7/22/2008 0:00,-157.921434,21.356075
67,7/22/2008 0:00,-157.756773,21.287858
74,7/22/2008 0:00,-158.012351,21.390644
70,7/25/2008 0:00,-157.951681,21.42306
76,7/25/2008 0:00,-158.0211286,21.3337264
79,7/25/2008 0:00,-158.057741,21.335442
89,7/28/2008 0:00,-157.9964068,21.4241981
77,7/31/2008 0:00,-158.024886,21.40193
82,7/31/2008 0:00,-158.029907,21.40645
84,7/31/2008 0:00,-158.004611,21.463689
97,7/31/2008 0:00,-157.75154,21.38432
85,8/5/2008 0:00,-158.070397,21.3468684
78,8/6/2008 0:00,-158.175691,21.440197
62,8/8/2008 0:00,-157.754385,21.4136029
28,8/12/2008 0:00,-157.875899,21.303615
98,8/12/2008 0:00,-157.75154,21.38432
92,8/13/2008 0:00,-158.050512,21.647837
81,8/14/2008 0:00,-157.995328,21.398954
87,8/14/2008 0:00,-157.756144,21.295303
106,8/20/2008 0:00,-157.880615,21.372392
13,8/21/2008 0:00,-157.704558,21.294625
35,8/21/2008 0:00,-157.750567,21.382045
88,8/21/2008 0:00,-158.010057,21.473776
95,8/21/2008 0:00,-158.0391846,21.4928101
102,8/21/2008 0:00,-158.080011,21.345618
103,8/21/2008 0:00,-158.079866,21.345287
104,8/21/2008 0:00,-158.079737,21.345017
93,8/22/2008 0:00,-157.7015199,21.277631
107,8/22/2008 0:00,-157.709981,21.262847
115,8/26/2008 0:00,-158.069008,21.344024
119,8/28/2008 0:00,-157.752822,21.409248
108,9/3/2008 0:00,-157.9236809,21.398686
121,9/3/2008 0:00,-157.840991,21.33215
96,9/4/2008 0:00,-157.856109,21.346256
117,9/4/2008 0:00,-158.003857,21.446404
113,9/5/2008 0:00,-158.017339,21.4322279
123,9/8/2008 0:00,-157.8116575,21.285505
125,9/9/2008 0:00,-158.004153,21.46271
139,9/9/2008 0:00,-157.736331,21.372794
99,9/10/2008 0:00,-157.8341072,21.2912044
124,9/10/2008 0:00,-158.003039,21.459489
140,9/10/2008 0:00,-157.9867077,21.4767376
122,9/11/2008 0:00,-157.940978,21.406303
127,9/15/2008 0:00,-157.822121,21.419818
126,9/16/2008 0:00,-158.0115889,21.474471
60,9/17/2008 0:00,-157.886851,21.3515349
136,9/17/2008 0:00,-157.742727,21.281432
138,9/18/2008 0:00,-157.716551,21.286535
100,9/19/2008 0:00,-157.733799,21.286627
151,9/19/2008 0:00,-157.957316,21.400876
152,9/19/2008 0:00,-157.73526,21.2848219
131,9/24/2008 0:00,-157.8322151,21.3028859
73,9/25/2008 0:00,-157.829157,21.344873
141,9/25/2008 0:00,-157.9867077,21.4767376
147,9/29/2008 0:00,-157.827069,21.455386
183,9/29/2008 0:00,-158.0117706,21.386422
146,9/30/2008 0:00,-158.0115439,21.462017
168,10/2/2008 0:00,-157.795808,21.280679
118,10/8/2008 0:00,-158.0000863,21.4264462
153,10/8/2008 0:00,-157.967791,21.406223
169,10/8/2008 0:00,-157.804718,21.280727
145,10/9/2008 0:00,-157.735778,21.284751
170,10/9/2008 0:00,-157.7452,21.421904
184,10/9/2008 0:00,-158.038813,21.672117
137,10/10/2008 0:00,-158.036034,21.496313
120,10/13/2008 0:00,-157.955289,21.408325
144,10/13/2008 0:00,-157.79554,21.317818
193,10/13/2008 0:00,-157.8322151,21.3028859
181,10/16/2008 0:00,-157.803861,21.315324
194,10/21/2008 0:00,-158.1754685,21.4161145
185,10/22/2008 0:00,-157.942339,21.4027
204,10/22/2008 0:00,-157.918647,21.387902
167,10/23/2008 0:00,-157.776338,21.40688
192,10/24/2008 0:00,-157.8322151,21.3028859
116,10/27/2008 0:00,-157.9198422,21.3502436
128,10/28/2008 0:00,-158.086353,21.370512
171,10/28/2008 0:00,-157.683109,21.31201
180,10/28/2008 0:00,-157.994706,21.463353
223,10/30/2008 0:00,-157.741111,21.378894
212,10/31/2008 0:00,-157.805305,21.2978099
233,10/31/2008 0:00,-157.7462919,21.2880771
179,11/5/2008 0:00,-157.999412,21.402174
201,11/5/2008 0:00,-157.823551,21.304008
163,11/6/2008 0:00,-157.847207,21.337005
173,11/6/2008 0:00,-157.835035,21.432742
174,11/6/2008 0:00,-158.007287,21.508323
215,11/6/2008 0:00,-157.753962,21.381052
222,11/6/2008 0:00,-158.002969,21.394769
105,11/7/2008 0:00,-157.746079,21.283111
191,11/7/2008 0:00,-157.8322151,21.3028859
252,11/7/2008 0:00,-157.918533,21.379476
213,11/10/2008 0:00,-158.02474,21.40189
236,11/10/2008 0:00,-157.90566,21.37257
239,11/10/2008 0:00,-157.827753,21.455373
197,11/12/2008 0:00,-158.003744,21.446688
198,11/12/2008 0:00,-157.709016,21.26453
176,11/13/2008 0:00,-157.9967744,21.4224841
200,11/14/2008 0:00,-157.7399042,21.2818498
224,11/14/2008 0:00,-158.036703,21.672505
232,11/14/2008 0:00,-157.7491949,21.426979
240,11/14/2008 0:00,-157.8315715,21.292035
254,11/14/2008 0:00,-157.803455,21.288127
270,11/14/2008 0:00,-158.01716,21.309947
265,11/17/2008 0:00,-157.895602,21.368075
235,11/18/2008 0:00,-157.873126,21.319617
244,11/18/2008 0:00,-158.024095,21.371572
217,11/19/2008 0:00,-157.7839921,21.3036416
175,11/20/2008 0:00,-157.731044,21.375163
132,11/21/2008 0:00,-157.8322151,21.3028859
226,11/24/2008 0:00,-157.723605,21.392446
86,11/26/2008 0:00,-158.0292629,21.383159
225,11/26/2008 0:00,-157.981987,21.477792
248,11/26/2008 0:00,-158.008767,21.464367
271,11/26/2008 0:00,-158.015808,21.3220199
143,11/28/2008 0:00,-157.962554,21.4057609
249,12/1/2008 0:00,-157.7951689,21.273941
251,12/1/2008 0:00,-157.701885,21.303586
228,12/2/2008 0:00,-157.9197,21.382576
268,12/2/2008 0:00,-157.96397,21.417329
274,12/2/2008 0:00,-157.701144,21.277612
279,12/3/2008 0:00,-158.023463,21.441629
216,12/4/2008 0:00,-157.8782754,21.3211918
263,12/4/2008 0:00,-157.752779,21.402601
134,12/8/2008 0:00,-157.721418,21.375533
150,12/8/2008 0:00,-157.721995,21.375918
277,12/8/2008 0:00,-157.9949421,21.4145151
302,12/9/2008 0:00,-158.022696,21.356269
135,12/10/2008 0:00,-157.863799,21.351152
160,12/10/2008 0:00,-157.849303,21.332125
278,12/10/2008 0:00,-158.0066856,21.4638123
288,12/10/2008 0:00,-157.6718909,21.305754
293,12/11/2008 0:00,-157.753328,21.417302
290,12/15/2008 0:00,-158.012396,21.390935
149,12/16/2008 0:00,-157.8809008,21.3336973
315,12/17/2008 0:00,-157.8721668,21.3267948
202,12/18/2008 0:00,-157.9977983,21.4275019
237,12/18/2008 0:00,-158.090674,21.3256349
295,12/18/2008 0:00,-158.002445,21.419538
301,12/19/2008 0:00,-157.8477325,21.2938147
83,12/22/2008 0:00,-157.8270023,21.3085232
177,12/22/2008 0:00,-157.790334,21.30855
256,12/22/2008 0:00,-158.0120231,21.3871368
258,12/22/2008 0:00,-158.012432,21.441927
298,12/22/2008 0:00,-157.806392,21.295967
316,12/22/2008 0:00,-157.8087545,21.3103465
203,12/23/2008 0:00,-157.997442,21.426523
285,12/23/2008 0:00,-158.094679,21.3082966
269,12/24/2008 0:00,-157.917207,21.386613
351,12/24/2008 0:00,-157.8382909,21.3054505
306,12/26/2008 0:00,-157.727892,21.385275
333,12/26/2008 0:00,-158.013066,21.39147
308,12/29/2008 0:00,-157.857473,21.323927
264,12/30/2008 0:00,-157.8141802,21.278682
300,12/30/2008 0:00,-157.7839921,21.3036416
349,12/30/2008 0:00,-157.882184,21.3275743
262,12/31/2008 0:00,-158.093692,21.365093
309,12/31/2008 0:00,-157.980678,21.479729
360,12/31/2008 0:00,-157.8836588,21.3343238
188,1/6/2009 0:00,-157.917105,21.381328
172,1/7/2009 0:00,-157.7839921,21.3036416
307,1/7/2009 0:00,-157.9263233,21.3847906
190,1/8/2009 0:00,-157.945439,21.404838
294,1/8/2009 0:00,-157.925744,21.386891
305,1/8/2009 0:00,-157.805621,21.402876
366,1/8/2009 0:00,-157.805621,21.402876
411,1/8/2009 0:00,-157.805305,21.2978099
299,1/9/2009 0:00,-157.756935,21.375481
383,1/12/2009 0:00,-157.8242239,21.4369893
419,1/12/2009 0:00,-157.800282,21.288733
112,1/13/2009 0:00,-158.0197939,21.3763927
241,1/14/2009 0:00,-157.797636,21.404038
317,1/14/2009 0:00,-157.8277625,21.3093679
343,1/14/2009 0:00,-158.017826,21.333913
347,1/14/2009 0:00,-157.68609,21.300194
111,1/15/2009 0:00,-158.023127,21.357569
372,1/15/2009 0:00,-157.73197,21.387675
227,1/20/2009 0:00,-157.820658,21.3021509
382,1/20/2009 0:00,-157.856274,21.318068
430,1/20/2009 0:00,-158.0920974,21.3316494
229,1/21/2009 0:00,-157.801311,21.412296
350,1/21/2009 0:00,-157.910511,21.392987
431,1/21/2009 0:00,-157.9293394,21.3552594
267,1/22/2009 0:00,-158.018514,21.442671
284,1/22/2009 0:00,-157.887259,21.370209
346,1/22/2009 0:00,-157.756458,21.287022
281,1/27/2009 0:00,-157.731956,21.363483
348,1/29/2009 0:00,-157.920717,21.351117
250,1/30/2009 0:00,-157.809425,21.433284
402,1/30/2009 0:00,-157.986917,21.4824829
358,2/2/2009 0:00,-157.7890547,21.270991
409,2/2/2009 0:00,-157.854332,21.332842
410,2/2/2009 0:00,-157.9427887,21.3850696
359,2/4/2009 0:00,-157.709996,21.299139
386,2/4/2009 0:00,-157.822969,21.420322
403,2/4/2009 0:00,-157.86322,21.310184
432,2/4/2009 0:00,-158.012318,21.3889679
344,2/5/2009 0:00,-157.961761,21.401909
345,2/5/2009 0:00,-157.8543575,21.3289736
189,2/6/2009 0:00,-157.9200433,21.383435
433,2/9/2009 0:00,-157.806392,21.295967
206,2/10/2009 0:00,-158.021532,21.329418
303,2/10/2009 0:00,-157.730884,21.369988
66,2/11/2009 0:00,-157.851238,21.349617
255,2/11/2009 0:00,-157.8332403,21.4601412
324,2/11/2009 0:00,-157.725303,21.293769
421,2/11/2009 0:00,-157.731956,21.363483
448,2/11/2009 0:00,-157.8405284,21.3235589
466,2/12/2009 0:00,-157.791697,21.282133
133,2/13/2009 0:00,-158.055808,21.654748
451,2/13/2009 0:00,-157.80507,21.274029
472,2/13/2009 0:00,-158.0844679,21.3698733
142,2/17/2009 0:00,-158.1103254,21.5701231
289,2/17/2009 0:00,-157.917525,21.39005
395,2/17/2009 0:00,-157.809517,21.320312
456,2/17/2009 0:00,-157.998888,21.406868
380,2/18/2009 0:00,-157.8505353,21.3332088
457,2/18/2009 0:00,-158.007287,21.508323
468,2/19/2009 0:00,-157.8501765,21.3383789
187,2/20/2009 0:00,-157.803486,21.272567
404,2/20/2009 0:00,-157.986469,21.476987
435,2/20/2009 0:00,-157.742727,21.281432
464,2/20/2009 0:00,-158.104846,21.577443
446,2/23/2009 0:00,-157.801311,21.412296
314,2/24/2009 0:00,-157.85693,21.348969
159,2/25/2009 0:00,-157.8857109,21.355124
282,2/25/2009 0:00,-158.010176,21.5000027
321,2/25/2009 0:00,-158.0924358,21.3608086
423,2/25/2009 0:00,-158.0924358,21.3608086
482,2/25/2009 0:00,-157.965658,21.4105339
483,2/25/2009 0:00,-158.1079581,21.5745866
495,2/25/2009 0:00,-157.798866,21.288158
373,2/26/2009 0:00,-157.712623,21.384057
497,2/26/2009 0:00,-157.956182,21.420364
273,2/27/2009 0:00,-157.749196,21.410698
335,2/27/2009 0:00,-157.8566992,21.3316781
436,2/27/2009 0:00,-157.734033,21.360162
484,2/27/2009 0:00,-157.807636,21.3968789
342,3/2/2009 0:00,-157.765749,21.373717
247,3/4/2009 0:00,-157.753525,21.407188
311,3/4/2009 0:00,-157.6838349,21.309676
318,3/4/2009 0:00,-157.991505,21.479515
339,3/4/2009 0:00,-157.804863,21.311475
424,3/4/2009 0:00,-158.002248,21.419644
334,3/5/2009 0:00,-157.955695,21.422473
398,3/5/2009 0:00,-157.956779,21.421511
280,3/6/2009 0:00,-157.699836,21.291344
384,3/6/2009 0:00,-157.8858237,21.3286799
412,3/6/2009 0:00,-157.882959,21.332272
422,3/6/2009 0:00,-158.093983,21.369128
434,3/9/2009 0:00,-157.8260951,21.4351916
442,3/10/2009 0:00,-157.73033,21.372475
477,3/10/2009 0:00,-158.093692,21.365093
481,3/10/2009 0:00,-158.002248,21.419644
498,3/10/2009 0:00,-157.917207,21.386613
313,3/11/2009 0:00,-157.703202,21.293418
474,3/11/2009 0:00,-157.752581,21.417784
371,3/12/2009 0:00,-157.8822655,21.3249971
493,3/12/2009 0:00,-158.012396,21.390935
500,3/12/2009 0:00,-157.8566992,21.3316781
46,3/13/2009 0:00,-158.01846,21.432147
327,3/16/2009 0:00,-157.942502,21.391051
475,3/16/2009 0:00,-157.746184,21.405869
492,3/16/2009 0:00,-157.9979316,21.4778038
521,3/16/2009 0:00,-157.7015199,21.277631
47,3/17/2009 0:00,-158.01846,21.432147
364,3/17/2009 0:00,-158.000345,21.3953859
379,3/17/2009 0:00,-157.697707,21.292485
485,3/17/2009 0:00,-157.7462919,21.2880771
375,3/18/2009 0:00,-157.942523,21.390431
499,3/18/2009 0:00,-157.749268,21.4209989
238,3/19/2009 0:00,-157.741045,21.40178
340,3/19/2009 0:00,-158.022586,21.456177
391,3/19/2009 0:00,-157.670556,21.304123
463,3/19/2009 0:00,-157.670556,21.304123
509,3/19/2009 0:00,-158.022586,21.456177
50,3/23/2009 0:00,-157.812845,21.312516
320,3/23/2009 0:00,-157.91962,21.397188
420,3/23/2009 0:00,-157.7376338,21.2836898
30,3/24/2009 0:00,-157.810357,21.269407
357,3/24/2009 0:00,-157.90181,21.355629
332,3/27/2009 0:00,-158.009339,21.468903
399,3/27/2009 0:00,-157.700748,21.272351
454,3/27/2009 0:00,-158.0165971,21.4419987
544,3/27/2009 0:00,-157.9263233,21.3847906
52,3/30/2009 0:00,-157.812188,21.317953
319,3/30/2009 0:00,-158.026612,21.439833
427,3/30/2009 0:00,-157.980799,21.48359
567,3/30/2009 0:00,-157.786768,21.29411
37,3/31/2009 0:00,-157.8050749,21.404419
260,3/31/2009 0:00,-157.890503,21.350299
296,3/31/2009 0:00,-158.037406,21.49654
297,3/31/2009 0:00,-157.980799,21.48359
326,3/31/2009 0:00,-157.821536,21.307175
476,3/31/2009 0:00,-157.96397,21.417329
510,3/31/2009 0:00,-158.013066,21.39147
539,3/31/2009 0:00,-158.0108454,21.3226352
161,4/2/2009 0:00,-157.808679,21.427615
325,4/2/2009 0:00,-157.694782,21.295827
487,4/2/2009 0:00,-157.694782,21.295827
186,4/3/2009 0:00,-157.938447,21.412129
494,4/6/2009 0:00,-158.012087,21.333132
563,4/6/2009 0:00,-157.704558,21.294625
272,4/7/2009 0:00,-158.0307709,21.318244
329,4/7/2009 0:00,-158.032579,21.3368879
450,4/7/2009 0:00,-158.031925,21.319245
465,4/7/2009 0:00,-158.03243,21.318165
512,4/7/2009 0:00,-158.01716,21.309947
526,4/7/2009 0:00,-157.730221,21.378478
554,4/7/2009 0:00,-157.735013,21.395089
556,4/7/2009 0:00,-157.734721,21.386073
558,4/8/2009 0:00,-158.014728,21.4467709
580,4/8/2009 0:00,-157.811312,21.2841113
336,4/9/2009 0:00,-157.734033,21.360162
501,4/9/2009 0:00,-157.725963,21.3862409
523,4/9/2009 0:00,-157.885022,21.35576
19,4/13/2009 0:00,-157.9641,21.394063
196,4/13/2009 0:00,-157.7549313,21.2801599
369,4/13/2009 0:00,-157.807636,21.3968789
453,4/13/2009 0:00,-157.920587,21.397527
537,4/13/2009 0:00,-157.810816,21.268353
548,4/13/2009 0:00,-157.9641,21.394063
164,4/14/2009 0:00,-157.8445041,21.3233819
525,4/14/2009 0:00,-157.7295583,21.3979711
31,4/15/2009 0:00,-157.737199,21.384039
154,4/15/2009 0:00,-157.741217,21.401421
378,4/15/2009 0:00,-157.713867,21.381373
553,4/15/2009 0:00,-158.02638,21.358743
587,4/16/2009 0:00,-157.787933,21.265171
598,4/16/2009 0:00,-158.003039,21.459489
393,4/17/2009 0:00,-157.808732,21.286717
507,4/17/2009 0:00,-157.836648,21.328488
519,4/17/2009 0:00,-157.838162,21.32909
565,4/17/2009 0:00,-157.830524,21.292639
566,4/17/2009 0:00,-157.830524,21.292639
583,4/17/2009 0:00,-157.79936,21.417858
589,4/17/2009 0:00,-157.8070031,21.2980354
425,4/20/2009 0:00,-158.0046579,21.4231034
542,4/20/2009 0:00,-157.723425,21.377188
323,4/21/2009 0:00,-158.0117038,21.4059024
520,4/23/2009 0:00,-158.05935,21.334235
569,4/23/2009 0:00,-157.7248027,21.3928546
582,4/23/2009 0:00,-158.0924358,21.3608086
94,4/24/2009 0:00,-157.922764,21.388728
242,4/24/2009 0:00,-157.733996,21.37776
443,4/24/2009 0:00,-157.733665,21.3840429
445,4/24/2009 0:00,-157.812582,21.266746
529,4/24/2009 0:00,-157.80507,21.274029
575,4/24/2009 0:00,-158.074606,21.34803
490,4/27/2009 0:00,-157.813593,21.310196
502,4/27/2009 0:00,-158.0882049,21.343822
511,4/27/2009 0:00,-157.7067543,21.2668323
622,4/27/2009 0:00,-157.812079,21.314576
417,4/29/2009 0:00,-158.16481,21.404984
473,4/29/2009 0:00,-158.1647361,21.4051438
504,4/29/2009 0:00,-158.0218549,21.309319
515,4/29/2009 0:00,-157.741045,21.40178
42,4/30/2009 0:00,-157.750297,21.420786
601,4/30/2009 0:00,-157.994936,21.413951
368,5/1/2009 0:00,-158.17758,21.440497
552,5/1/2009 0:00,-157.83599,21.338269
579,5/1/2009 0:00,-157.730821,21.395617
600,5/4/2009 0:00,-158.008661,21.458771
489,5/5/2009 0:00,-157.749392,21.386031
617,5/5/2009 0:00,-158.154205,21.394177
635,5/6/2009 0:00,-158.024095,21.371572
458,5/7/2009 0:00,-158.1203899,21.5673679
531,5/7/2009 0:00,-158.1203899,21.5673679
578,5/7/2009 0:00,-157.749196,21.410698
594,5/7/2009 0:00,-157.725963,21.3862409
491,5/8/2009 0:00,-157.791551,21.256815
607,5/8/2009 0:00,-157.746184,21.405869
405,5/11/2009 0:00,-157.729318,21.386803
471,5/11/2009 0:00,-157.734051,21.396014
654,5/11/2009 0:00,-157.80098,21.323773
257,5/12/2009 0:00,-158.025725,21.433277
626,5/12/2009 0:00,-157.791825,21.295794
341,5/13/2009 0:00,-157.836648,21.328488
546,5/13/2009 0:00,-157.7441216,21.4012832
641,5/13/2009 0:00,-157.886851,21.3515349
645,5/13/2009 0:00,-158.0268338,21.5107916
389,5/14/2009 0:00,-157.752976,21.381023
634,5/14/2009 0:00,-157.744965,21.291606
625,5/15/2009 0:00,-157.912333,21.349862
643,5/15/2009 0:00,-158.007888,21.312485
259,5/18/2009 0:00,-157.912454,21.34859
312,5/18/2009 0:00,-157.7689115,21.4140416
