id,completeddate,Latitude,Longitude
1,10/18/13 5:42,-157.9558043,21.4132546
2,11/27/13 7:36,-158.1778886,21.43513065
3,10/22/12 7:15,-157.7835757,21.30380307
4,5/13/13 9:02,-158.01907,21.32970344
5,10/14/14 11:05,-158.01907,21.32970344
6,3/1/13 6:38,-158.0101966,21.50640621
7,12/13/13 7:26,-158.0829068,21.34179124
8,2/12/14 13:22,-158.0106276,21.39456134
9,5/21/13 7:24,-157.8106271,21.27395755
10,1/25/13 7:50,-158.0105494,21.45824174
11,5/4/12 7:37,-158.0105494,21.45824174
12,1/17/13 7:22,-158.0829068,21.34179124
13,7/31/13 7:36,-158.0106276,21.39456134
14,7/21/14 6:29,-158.0721877,21.62832263
15,5/15/13 7:49,-158.1778886,21.43513065
16,1/10/14 7:18,-157.8037088,21.29891137
17,1/2/13 8:34,-157.7633133,21.27690739
18,3/12/14 8:06,-158.0829068,21.34179124
19,9/10/13 5:46,-158.0136453,21.49776871
20,11/24/10 5:24,-157.829349,21.30861778
21,5/8/15 6:52,-158.0721877,21.62832263
22,9/19/08 7:43,-157.7354707,21.28484777
23,5/23/13 6:38,-158.1778886,21.43513065
24,9/29/11 5:48,-157.9311879,21.38604078
25,12/18/12 7:06,-157.7868071,21.29571839
26,2/26/13 5:55,-157.6914501,21.29092144
27,4/10/14 7:42,-158.1327962,21.58124015
28,12/26/13 8:09,-158.0829068,21.34179124
29,4/30/13 15:42,-157.9605263,21.40840003
30,10/18/13 7:26,-157.6657853,21.29454768
31,3/6/15 10:17,-157.9155032,21.3517746
32,10/18/12 9:56,-158.0105494,21.45824174
33,7/17/13 7:07,-158.01907,21.32970344
34,10/29/14 7:03,-158.01907,21.32970344
35,11/13/13 7:58,-157.7528125,21.41574929
36,4/16/13 7:56,-158.0106276,21.39456134
37,9/20/12 6:40,-157.6952883,21.29143191
38,8/27/13 12:34,-157.7714933,21.27772321
39,5/17/12 6:56,-158.01907,21.32970344
40,12/16/13 8:18,-157.8085675,21.42119187
41,1/31/14 11:06,-157.8727674,21.33884945
42,1/9/15 6:58,-158.0106276,21.39456134
43,9/12/13 6:55,-157.6912092,21.29888832
44,8/19/13 10:02,-157.8085675,21.42119187
45,1/16/15 13:51,-157.9242793,21.64615019
46,4/28/14 7:38,-157.8008189,21.30237513
47,12/28/12 14:12,-157.8056896,21.32292031
48,4/3/13 7:57,-157.9690855,21.40846456
49,9/25/14 7:47,-157.8085675,21.42119187
50,8/20/13 9:18,-157.8255538,21.29992422
51,12/26/13 7:46,-158.0829068,21.34179124
52,7/19/13 8:06,-158.0106276,21.39456134
53,1/30/12 9:24,-157.9311879,21.38604078
54,10/11/13 7:26,-158.0105494,21.45824174
55,1/14/14 8:39,-158.0105494,21.45824174
56,3/4/15 14:32,-157.9311879,21.38604078
57,3/8/14 9:25,-157.9311879,21.38604078
58,11/16/12 7:14,-157.8473861,21.33659329
59,7/1/14 8:06,-157.7118086,21.33857159
60,12/17/14 8:33,-157.791104,21.2754463
61,10/30/12 6:48,-157.8627391,21.33568068
62,3/3/14 7:30,-157.8785795,21.3308411
63,12/22/14 6:39,-157.7145164,21.28890841
64,2/4/13 7:56,-157.8345554,21.31935746
65,8/20/13 6:05,-157.9311879,21.38604078
66,9/23/13 8:05,-158.0105494,21.45824174
67,2/28/13 7:19,-158.0106276,21.39456134
68,1/18/13 7:37,-158.1778886,21.43513065
69,2/10/13 12:31,-158.0721877,21.62832263
70,4/8/13 7:07,-157.7548786,21.28280708
71,2/28/13 10:32,-157.7420963,21.38367783
72,9/18/14 7:11,-157.8474988,21.55023419
73,11/28/12 8:50,-157.9882099,21.50780508
74,12/14/12 7:16,-158.01907,21.32970344
75,5/10/12 8:54,-157.7329092,21.36093063
76,9/21/12 8:17,-157.8085675,21.42119187
77,1/25/13 8:04,-158.01907,21.32970344
78,1/16/14 6:35,-157.7338149,21.28716501
79,8/15/13 13:32,-157.7572177,21.28698525
80,12/12/12 8:34,-157.9748515,21.40808892
81,4/30/13 6:35,-157.863798,21.32578849
82,11/7/12 5:50,-157.8408399,21.32540463
83,4/27/12 9:38,-158.0105494,21.45824174
84,9/30/13 7:19,-157.8003949,21.28499641
85,12/14/12 5:59,-157.9652658,21.40202171
86,5/1/15 9:10,-158.0721877,21.62832263
87,6/19/12 9:21,-158.0105494,21.45824174
88,9/26/13 5:44,-157.9311879,21.38604078
89,10/31/13 13:10,-158.0105494,21.45824174
90,1/17/14 9:36,-157.8045668,21.28300556
91,6/25/12 9:08,-158.0106276,21.39456134
92,12/12/14 7:42,-157.8788307,21.32823233
93,10/22/13 5:34,-157.9678122,21.40904761
94,3/20/14 6:15,-157.9311879,21.38604078
95,6/4/14 9:09,-157.7829113,21.29198385
96,4/14/15 13:20,-157.7534302,21.28512662
97,7/2/12 7:09,-157.7688799,21.37383273
98,2/10/15 7:29,-158.0106276,21.39456134
99,9/3/14 6:28,-157.7564076,21.37626865
100,10/28/13 6:54,-157.777764,21.28433731
101,2/19/15 6:42,-157.6983223,21.28510703
102,12/13/11 6:57,-157.866159,21.33601484
103,4/28/15 10:14,-157.888814,21.35648743
104,9/10/13 7:23,-157.7517501,21.28163636
105,11/19/12 6:52,-157.9311879,21.38604078
106,7/31/13 15:07,-158.01907,21.32970344
107,7/10/12 8:08,-157.8315168,21.30637815
